CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19036007,THEFT MISD. (UNDER $950),LARCENY,2300 SHATTUCK AV,2019-07-02 16:50:00,37.867176,-122.267802,Tuesday
19055704,BURGLARY AUTO,BURGLARY - VEHICLE,1100 6TH ST,2019-10-01 17:00:00,37.882217,-122.302226,Tuesday
19092385,THEFT MISD. (UNDER $950),LARCENY,2300 CHANNING WY,2019-10-29 17:31:00,37.866327,-122.263359,Tuesday
19091463,VANDALISM,VANDALISM,OTIS STREET & ASHBY AV,2019-07-23 03:15:00,37.854427,-122.270006,Tuesday
19037297,THEFT MISD. (UNDER $950),LARCENY,REGENT STREET & WEBSTER ST,2019-07-09 18:20:00,37.855632,-122.256606,Tuesday
19091780,BURGLARY AUTO,BURGLARY - VEHICLE,800 CHANNING WY,2019-08-27 22:00:00,37.861553,-122.296599,Tuesday
19050801,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2019-09-10 07:58:00,37.858116,-122.268002,Tuesday
19057003,NARCOTICS,DRUG VIOLATION,1200 ASHBY AVE,2019-10-08 10:32:00,37.852211,-122.286336,Tuesday
19064640,THEFT MISD. (UNDER $950),LARCENY,2400 ASHBY AVE,2019-11-12 09:00:00,37.856111,-122.260248,Tuesday
19091684,BURGLARY AUTO,BURGLARY - VEHICLE,2800 SAN PABLO AV,2019-08-20 10:25:00,37.856195,-122.288053,Tuesday
19046536,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2900 COLLEGE AV,2019-08-20 22:45:00,37.858356,-122.253179,Tuesday
19061562,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-10-29 17:16:00,37.880228,-122.295798,Tuesday
19043418,THEFT FELONY (OVER $950),LARCENY,PORTLAND AV & NEILSON ST,2019-08-06 19:00:00,37.894721,-122.286417,Tuesday
19092726,THEFT FELONY (OVER $950),LARCENY,2300 EIGHTH ST,2019-12-03 22:15:00,37.863945,-122.294086,Tuesday
19066081,VANDALISM,VANDALISM,2500 PIEDMONT AV,2019-11-19 23:00:00,37.865868,-122.251595,Tuesday
19092440,THEFT MISD. (UNDER $950),LARCENY,1800 UNIVERSITY AV,2019-11-05 15:05:00,37.871246,-122.274991,Tuesday
19092671,BURGLARY AUTO,BURGLARY - VEHICLE,1900 OXFORD ST,2019-11-12 18:50:00,37.873885,-122.266332,Tuesday
19049757,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2100 SIXTH ST,2019-09-03 16:30:00,37.866563,-122.297217,Tuesday
19046236,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1700 SOLANO AV,2019-08-20 02:32:00,37.891214,-122.282158,Tuesday
19057159,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 CARRISON ST,2019-10-08 18:00:00,37.851521,-122.28549,Tuesday
19067348,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-11-26 15:13:00,37.871167,-122.268285,Tuesday
19060135,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1200 GLEN AVE,2019-10-22 20:00:00,37.88637,-122.26434,Tuesday
19058641,VANDALISM,VANDALISM,DWIGHT WY & TELEGRAPH AV,2019-10-15 22:00:00,37.865121,-122.258455,Tuesday
19091486,VANDALISM,VANDALISM,2900 SHATTUCK AV,2019-07-23 17:05:00,37.855523,-122.266529,Tuesday
19091353,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 YOLO AV,2019-07-09 15:00:00,37.885032,-122.274324,Tuesday
19092610,THEFT MISD. (UNDER $950),LARCENY,1600 WALNUT ST,2019-11-05 08:00:00,37.878407,-122.267962,Tuesday
19091690,THEFT FELONY (OVER $950),LARCENY,1800 SOLANO AV,2019-08-13 04:00:00,37.891332,-122.279975,Tuesday
19040393,ASSAULT/BATTERY FEL.,ASSAULT,2300 BANCROFT WY,2019-07-23 20:00:00,37.868199,-122.263253,Tuesday
19069696,IDENTITY THEFT,FRAUD,900 ALLSTON WY,2019-11-19 12:00:00,37.86549,-122.295702,Tuesday
19048216,VANDALISM,VANDALISM,2300 CURTIS ST,2019-08-27 23:30:00,37.864897,-122.288672,Tuesday
19067419,DISTURBANCE,DISORDERLY CONDUCT,2100 MARTIN LUTHER KING JR WY,2019-11-26 21:24:00,37.869688,-122.272805,Tuesday
19069825,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 WARRING ST,2019-12-10 00:00:00,37.869113,-122.250903,Tuesday
19060067,VANDALISM,VANDALISM,2700 DERBY ST,2019-10-22 21:07:00,37.862118,-122.25338,Tuesday
19044623,DISTURBANCE,DISORDERLY CONDUCT,100 BROOKSIDE DR,2019-08-13 02:49:00,37.853382,-122.249087,Tuesday
19060011,THEFT MISD. (UNDER $950),LARCENY,1900 ALLSTON WAY,2019-10-22 14:30:00,37.868785,-122.272701,Tuesday
19049506,BURGLARY AUTO,BURGLARY - VEHICLE,VINE STREET & WALNUT ST,2019-09-03 20:30:00,37.880376,-122.268183,Tuesday
19092032,THEFT MISD. (UNDER $950),LARCENY,2600 TELEGRAPH AVE,2019-09-03 22:20:00,37.862927,-122.258784,Tuesday
19092568,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2000 ALLSTON WY,2019-11-19 12:15:00,37.869105,-122.270064,Tuesday
19092603,IDENTITY THEFT,FRAUD,2600 WOOLSEY ST,2019-11-19 13:42:00,37.853626,-122.254874,Tuesday
19052591,THEFT FELONY (OVER $950),LARCENY,UNIVERSITY AVENUE &WEST FROONTAGE RD,2019-09-17 15:00:00,,,Tuesday
19041682,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-07-30 17:00:00,37.880228,-122.295798,Tuesday
19091526,IDENTITY THEFT,FRAUD,1500 SHATTUCK AVE,2019-06-25 10:40:00,37.880227,-122.26936,Tuesday
19058461,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SHATTUCK AV,2019-10-15 02:34:00,37.876307,-122.268923,Tuesday
19092648,VANDALISM,VANDALISM,1200 HOPKINS ST,2019-11-26 22:00:00,37.876428,-122.291736,Tuesday
19044721,DOMESTIC VIOLENCE,FAMILY OFFENSE,3200 SACRAMENTO ST,2019-08-13 10:00:00,37.849431,-122.278174,Tuesday
19034584,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2019-06-25 09:40:00,37.858116,-122.268002,Tuesday
19058705,BURGLARY AUTO,BURGLARY - VEHICLE,THE UPLANDS & TUNNEL RD,2019-10-15 21:00:00,37.8554,-122.239297,Tuesday
19036077,ROBBERY,ROBBERY,HEARST AV & OXFORD ST,2019-07-02 23:16:00,37.87413,-122.26636,Tuesday
19061472,ARSON,ARSON,HEARST AV & MARTIN LUTHER KING JR WY,2019-10-29 10:56:00,37.873327,-122.273214,Tuesday
19054527,VANDALISM,VANDALISM,1601 MARTIN LUTHER KING JR,2019-09-24 18:00:00,37.877708,-122.273685,Tuesday
19035990,ASSAULT/BATTERY MISD.,ASSAULT,1800 ALLSTON WY,2019-07-02 15:37:00,37.868532,-122.274764,Tuesday
19038728,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-07-16 15:40:00,37.868714,-122.259189,Tuesday
19091916,BURGLARY AUTO,BURGLARY - VEHICLE,2000 LINCOLN ST,2019-09-10 20:00:00,37.877232,-122.271244,Tuesday
19092864,BURGLARY AUTO,BURGLARY - VEHICLE,1000 PARKER ST,2019-12-17 20:25:00,37.858892,-122.29127,Tuesday
19062932,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AV,2019-11-05 08:11:00,37.871167,-122.268285,Tuesday
19092009,VANDALISM,VANDALISM,300 CANYON RD,2019-09-24 20:00:00,,,Tuesday
19091643,BURGLARY AUTO,BURGLARY - VEHICLE,900 PARKER ST,2019-08-13 14:45:00,37.858455,-122.293374,Tuesday
19068389,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,700 ALLSTON WY,2019-12-03 04:49:00,37.864693,-122.299701,Tuesday
19067313,NARCOTICS,DRUG VIOLATION,CHANNING WY & DANA ST,2019-11-26 12:46:00,37.866622,-122.26108,Tuesday
19092434,BURGLARY AUTO,BURGLARY - VEHICLE,PARKER ST,2019-11-05 20:01:00,,,Tuesday
19049502,NARCOTICS,DRUG VIOLATION,3100 TELEGRAPH AV,2019-09-03 22:24:00,37.853875,-122.260048,Tuesday
19059973,BURGLARY AUTO,BURGLARY - VEHICLE,BANCROFT WY & 5TH ST,2019-10-22 13:15:00,37.86328,-122.297383,Tuesday
19064427,THEFT MISD. (UNDER $950),LARCENY,2000 OREGON ST,2019-11-12 14:39:00,37.857377,-122.268709,Tuesday
19038843,BURGLARY AUTO,BURGLARY - VEHICLE,1800 WARD ST,2019-07-16 22:00:00,37.858673,-122.273365,Tuesday
19047822,ASSAULT/BATTERY MISD.,ASSAULT,2900 TELEGRAPH AV,2019-08-27 07:30:00,37.857452,-122.259548,Tuesday
19092505,DISTURBANCE,DISORDERLY CONDUCT,1900 MILVIA ST,2019-11-12 15:55:00,37.873607,-122.270903,Tuesday
19060722,FRAUD/FORGERY,FRAUD,1100 PARK HILLS RD,2019-10-22 00:00:00,37.89227,-122.253985,Tuesday
19037192,DISTURBANCE,DISORDERLY CONDUCT,2800 ADELINE ST,2019-07-09 00:00:00,37.858116,-122.268002,Tuesday
19056364,FRAUD/FORGERY,FRAUD,1600 UNIVERSITY AV,2019-09-17 12:00:00,37.870652,-122.27958,Tuesday
19060075,ROBBERY,ROBBERY,2400 DWIGHT WY,2019-10-22 22:17:00,37.864826,-122.260719,Tuesday
19092024,BURGLARY AUTO,BURGLARY - VEHICLE,1800 TACOMA AVE,2019-09-24 05:40:00,37.893213,-122.280436,Tuesday
19091635,THEFT FELONY (OVER $950),LARCENY,1300 FRANCISCO ST,2019-08-13 00:00:00,37.873393,-122.286956,Tuesday
19065938,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-11-19 18:18:00,37.871167,-122.268285,Tuesday
19065800,VANDALISM,VANDALISM,2100 MARTIN LUTHER KING JR WY,2019-11-19 10:12:00,37.869688,-122.272805,Tuesday
19068532,ASSAULT/BATTERY MISD.,ASSAULT,2000 DWIGHT WY,2019-12-03 15:00:00,37.863679,-122.269631,Tuesday
19050914,ASSAULT/BATTERY MISD.,ASSAULT,2900 MARTIN LUTHER KING JR WY,2019-09-10 16:19:00,37.855998,-122.271278,Tuesday
19091781,BURGLARY AUTO,BURGLARY - VEHICLE,1100 DERBY ST,2019-08-27 18:00:00,37.857651,-122.288388,Tuesday
19092257,BURGLARY AUTO,BURGLARY - VEHICLE,900 VIRGINIA ST,2019-10-01 07:00:00,37.872545,-122.298043,Tuesday
19092859,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BONAR ST,2019-12-17 17:40:00,37.869642,-122.287492,Tuesday
19092820,THEFT MISD. (UNDER $950),LARCENY,3000 SHATTUCK AV,2019-12-10 11:00:00,37.855026,-122.266475,Tuesday
19046351,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 HEARST AV,2019-08-20 17:00:00,37.874537,-122.263862,Tuesday
19047989,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-08-27 04:00:00,37.871167,-122.268285,Tuesday
19068528,ROBBERY,ROBBERY,1200 TENTH ST,2019-12-03 17:45:00,37.882024,-122.29756,Tuesday
19091591,THEFT MISD. (UNDER $950),LARCENY,2000 KITTREDGE ST,2019-08-06 14:30:00,37.868204,-122.270054,Tuesday
19092874,THEFT FELONY (OVER $950),LARCENY,2100 SHATTUCK AV,2019-12-17 15:20:00,37.871167,-122.268285,Tuesday
19048366,DISTURBANCE,DISORDERLY CONDUCT,1700 MARIN AV,2019-08-27 20:40:00,37.889482,-122.281718,Tuesday
19052834,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1000 DELAWARE ST,2019-09-17 18:00:00,37.871265,-122.295043,Tuesday
19058549,ASSAULT/BATTERY MISD.,ASSAULT,2400 TELEGRAPH AV,2019-10-15 14:30:00,37.866761,-122.258779,Tuesday
19049789,THEFT FROM AUTO,LARCENY - FROM VEHICLE,SAN PABLO AV & PARKER ST,2019-06-25 08:00:00,37.859364,-122.288914,Tuesday
19040771,SEXUAL ASSAULT FEL.,SEX CRIME,1100 DELAWARE ST,2019-07-23 20:30:00,37.871689,-122.292898,Tuesday
19053241,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 HEARST AVE,2019-09-17 23:43:00,37.870911,-122.289684,Tuesday
19034678,DISTURBANCE,DISORDERLY CONDUCT,CHANNING WY & MC KINLEY AV,2019-06-25 17:24:00,37.865024,-122.273446,Tuesday
19038618,THEFT FELONY (OVER $950),LARCENY,1800 FRANCISCO ST,2019-07-16 00:15:00,37.874827,-122.275696,Tuesday
19068461,NARCOTICS,DRUG VIOLATION,DWIGHT WY & BOWDITCH ST,2019-12-03 13:15:00,37.86542,-122.25618,Tuesday
19071449,BURGLARY AUTO,BURGLARY - VEHICLE,4TH STREET & ADDISON ST,2019-12-17 17:00:00,37.866253,-122.299483,Tuesday
19067277,ROBBERY,ROBBERY,1000 GILMAN ST,2019-11-26 09:46:00,37.88014,-122.297498,Tuesday
19092575,THEFT FELONY (OVER $950),LARCENY,2400 ASHBY AV,2019-11-19 07:50:00,37.856111,-122.260248,Tuesday
19068503,ASSAULT/BATTERY MISD.,ASSAULT,2000 KITTREDGE ST,2019-12-03 16:13:00,37.868204,-122.270054,Tuesday
19041617,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1600 EIGHTH ST,2019-07-30 04:00:00,37.87448,-122.297461,Tuesday
19050939,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 SHATTUCK AV,2019-09-10 17:11:00,37.8719,-122.268389,Tuesday
19091972,VANDALISM,VANDALISM,ALCATRAZ AV & ADELINE ST,2019-09-17 16:20:00,37.848752,-122.271331,Tuesday
19092381,BURGLARY AUTO,BURGLARY - VEHICLE,2800 WEBSTER ST,2019-10-29 02:58:00,37.855935,-122.250579,Tuesday
19058646,NARCOTICS,DRUG VIOLATION,HEARST AV & CALIFORNIA ST,2019-10-15 22:39:00,37.872435,-122.279988,Tuesday
19064305,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-11-12 09:49:00,37.873687,-122.268616,Tuesday
19091875,IDENTITY THEFT,FRAUD,1500 SIXTH ST,2019-09-03 11:40:00,37.875076,-122.299959,Tuesday
19043234,ROBBERY,ROBBERY,DERBY STREET & MILVIA ST,2019-08-06 16:30:00,37.860017,-122.26943,Tuesday
19061966,THEFT FROM AUTO,LARCENY - FROM VEHICLE,200 UNIVERSITY AV,2019-10-29 12:00:00,37.865511,-122.309967,Tuesday
19091638,BURGLARY AUTO,BURGLARY - VEHICLE,2100 DURANT AV,2019-07-30 10:00:00,37.866739,-122.267299,Tuesday
19092311,BURGLARY AUTO,BURGLARY - VEHICLE,3300 KING ST,2019-10-22 09:00:00,37.848453,-122.273607,Tuesday
19092496,THEFT FELONY (OVER $950),LARCENY,1300 SANTA FE AVE,2019-11-12 00:01:00,37.881227,-122.29097,Tuesday
19060073,THEFT MISD. (UNDER $950),LARCENY,3100 SAN PABLO AVE,2019-10-22 18:30:00,37.850675,-122.286265,Tuesday
19065909,DISTURBANCE,DISORDERLY CONDUCT,2000 UNIVERSITY AVE,2019-11-19 16:28:00,37.871828,-122.270516,Tuesday
19043088,THEFT MISD. (UNDER $950),LARCENY,2700 ASHBY AV,2019-08-06 06:15:00,37.85704,-122.25306,Tuesday
19036073,THEFT MISD. (UNDER $950),LARCENY,200 UNIVERSITY AV,2019-07-02 22:44:00,37.865511,-122.309967,Tuesday
19071184,MISSING ADULT,MISSING PERSON,2100 MARTIN LUTHER KING JR WY,2019-11-19 00:00:00,37.869688,-122.272805,Tuesday
19092322,THEFT MISD. (UNDER $950),LARCENY,2200 BLAKE ST,2019-10-22 17:20:00,37.863353,-122.265053,Tuesday
19092784,VANDALISM,VANDALISM,1200 SIXTH ST,2019-12-10 18:00:00,37.881142,-122.30191,Tuesday
19092641,THEFT MISD. (UNDER $950),LARCENY,2200 DWIGHT WY,2019-11-26 18:30:00,37.864238,-122.265263,Tuesday
19092229,THEFT MISD. (UNDER $950),LARCENY,200 UNIVERSITY AV,2019-10-15 09:40:00,37.865511,-122.309967,Tuesday
19034549,VEHICLE RECOVERED,RECOVERED VEHICLE,1400 HOPKINS ST,2019-06-25 03:28:00,37.879888,-122.285306,Tuesday
19049421,BURGLARY AUTO,BURGLARY - VEHICLE,2600 TELEGRAPH AV,2019-09-03 14:15:00,37.862927,-122.258784,Tuesday
19091403,VANDALISM,VANDALISM,1400 LA LOMA AV,2019-07-16 02:15:00,37.883505,-122.257888,Tuesday
19092778,BURGLARY AUTO,BURGLARY - VEHICLE,2530 SAN PABLO AVE,2019-12-10 17:30:00,37.86007,-122.28931,Tuesday
19062974,DISTURBANCE,DISORDERLY CONDUCT,2500 TELEGRAPH AV,2019-11-05 11:27:00,37.864827,-122.258577,Tuesday
19091779,THEFT MISD. (UNDER $950),LARCENY,2100 KITTREDGE ST,2019-08-27 20:00:00,37.868512,-122.26781,Tuesday
19055691,BURGLARY AUTO,BURGLARY - VEHICLE,DELAWARE STREET & SHATTUCK AV,2019-10-01 19:00:00,37.874781,-122.268758,Tuesday
19091665,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1800 NINTH ST,2019-08-13 22:00:00,37.871181,-122.295211,Tuesday
19051156,VEHICLE STOLEN,MOTOR VEHICLE THEFT,100 MENLO PL,2019-09-10 19:00:00,,,Tuesday
19041555,DISTURBANCE,DISORDERLY CONDUCT,63RD STREET & MARTIN LUTHER KING JR WY,2019-07-30 06:03:00,37.847827,-122.271065,Tuesday
19092153,IDENTITY THEFT,FRAUD,2000 5TH ST,2019-10-08 12:15:00,37.867271,-122.298682,Tuesday
19045222,MISSING ADULT,MISSING PERSON,2100 MARTIN LUTHER KING JR WY,2019-08-13 12:00:00,37.869688,-122.272805,Tuesday
19067433,DISTURBANCE,DISORDERLY CONDUCT,1600 2ND ST,2019-11-26 23:00:00,37.872599,-122.303889,Tuesday
19046392,BURGLARY AUTO,BURGLARY - VEHICLE,VIRGINIA STREET & SHATTUCK AV,2019-08-20 18:30:00,37.876594,-122.268956,Tuesday
19039195,THEFT MISD. (UNDER $950),LARCENY,1700 UNIVERSITY AV,2019-07-16 22:00:00,37.870948,-122.27733,Tuesday
19048645,MISSING ADULT,MISSING PERSON,1700 UNIVERSITY AV,2019-08-13 11:00:00,37.870948,-122.27733,Tuesday
19041809,THEFT MISD. (UNDER $950),LARCENY,2300 SHATTUCK AV,2019-07-23 12:00:00,37.867176,-122.267802,Tuesday
19070003,ASSAULT/BATTERY MISD.,ASSAULT,1000 KEITH AV,2019-12-10 18:15:00,37.890366,-122.266998,Tuesday
19091715,THEFT MISD. (UNDER $950),LARCENY,1700 FOURTH ST,2019-08-13 15:55:00,37.871883,-122.301255,Tuesday
19038798,THEFT FROM PERSON,LARCENY,ADELINE STREET & HARMON ST,2019-07-16 20:05:00,37.849675,-122.271149,Tuesday
19038796,THEFT MISD. (UNDER $950),LARCENY,3300 ADELINE ST,2019-07-16 20:30:00,37.848292,-122.271773,Tuesday
19035932,THEFT FELONY (OVER $950),LARCENY,1300 EIGHTH ST,2019-07-02 09:35:00,37.879653,-122.299139,Tuesday
19060026,VANDALISM,VANDALISM,ALCATRAZ AV & ADELINE ST,2019-10-22 17:35:00,37.848752,-122.271331,Tuesday
19036094,BURGLARY AUTO,BURGLARY - VEHICLE,1800 ALCATRAZ AV,2019-07-02 21:30:00,37.848774,-122.271171,Tuesday
19091460,THEFT FELONY (OVER $950),LARCENY,1400 BONITA AVE,2019-07-23 00:30:00,37.881433,-122.272921,Tuesday
19091312,THEFT MISD. (UNDER $950),LARCENY,1200 MILVIA ST,2019-07-02 01:30:00,37.885691,-122.27282,Tuesday
19057478,BURGLARY AUTO,BURGLARY - VEHICLE,1800 FOURTH ST,2019-10-08 17:00:00,37.869888,-122.300618,Tuesday
19091410,BURGLARY AUTO,BURGLARY - VEHICLE,2000 ALLSTON WY,2019-07-16 15:15:00,37.869105,-122.270064,Tuesday
19092854,IDENTITY THEFT,FRAUD,2200 SHATTUCK AV,2019-12-17 14:40:00,37.869363,-122.268028,Tuesday
19036021,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1200 DELAWARE ST,2019-07-02 16:00:00,37.872125,-122.28964,Tuesday
19091773,VANDALISM,VANDALISM,1500 HOLLY ST,2019-08-27 08:30:00,37.877678,-122.281631,Tuesday
19091415,THEFT MISD. (UNDER $950),LARCENY,1900 SAN PABLO AV,2019-07-02 18:00:00,37.870205,-122.292581,Tuesday
19036004,THEFT FELONY (OVER $950),LARCENY,2500 BANCROFT WY,2019-07-02 16:30:00,37.868722,-122.259123,Tuesday
19092646,IDENTITY THEFT,FRAUD,RUSSELL STREET ST,2019-10-14 12:25:00,,,Monday
19041310,VANDALISM,VANDALISM,6000 CHABOLYN TE,2019-07-29 00:30:00,,,Monday
19059779,ASSAULT/BATTERY MISD.,ASSAULT,HEARST AVE,2019-10-21 13:47:00,,,Monday
19037117,ROBBERY,ROBBERY,2400 SHATTUCK AV,2019-07-08 19:55:00,37.865772,-122.267643,Monday
19091954,BURGLARY AUTO,BURGLARY - VEHICLE,1300 CARLOTTA AVE,2019-09-09 10:35:00,37.88253,-122.280217,Monday
19047886,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1700 LINCOLN ST,2019-08-26 11:45:00,37.876333,-122.278118,Monday
19055571,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2500 HILLEGASS AV,2019-09-30 22:45:00,37.865149,-122.256487,Monday
19064267,VEHICLE STOLEN,MOTOR VEHICLE THEFT,159 TAMALPAIS,2019-11-11 23:30:00,37.88618,-122.259963,Monday
19092837,BURGLARY AUTO,BURGLARY - VEHICLE,SPINNAKER CIRCLE,2019-12-16 13:00:00,,,Monday
19053780,DISTURBANCE,DISORDERLY CONDUCT,1000 GILMAN ST,2019-09-23 12:57:00,37.88014,-122.297498,Monday
19058281,ASSAULT/BATTERY MISD.,ASSAULT,CHANNING WY & DANA ST,2019-10-14 10:10:00,37.866622,-122.26108,Monday
19050808,BURGLARY AUTO,BURGLARY - VEHICLE,,2019-09-09 17:00:00,,,Monday
19091305,BURGLARY AUTO,BURGLARY - VEHICLE,2000 KITTREDGE ST,2019-07-01 22:00:00,37.868204,-122.270054,Monday
19039943,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,2200 SHATTUCK AV,2019-07-22 06:59:00,37.869363,-122.268028,Monday
19064200,ASSAULT/BATTERY MISD.,ASSAULT,2100 OXFORD ST,2019-11-11 17:25:00,37.87091,-122.265993,Monday
19092629,VANDALISM,VANDALISM,2300 FOURTH ST,2019-11-25 13:30:00,37.862817,-122.298359,Monday
19092769,THEFT MISD. (UNDER $950),LARCENY,SHATTUCK AVE,2019-12-09 13:00:00,,,Monday
19050577,ARSON,ARSON,MARTIN LUTHER KING JR WY & CHANNING WY,2019-09-09 08:11:00,37.865169,-122.272303,Monday
19092151,THEFT MISD. (UNDER $950),LARCENY,2300 LE CONTE AVE,2019-09-16 12:20:00,37.874843,-122.263711,Monday
19044508,THEFT MISD. (UNDER $950),LARCENY,1200 5TH ST,2019-08-12 14:16:00,37.880756,-122.303056,Monday
19061599,THEFT MISD. (UNDER $950),LARCENY,1700 FIFTH ST,2019-10-28 20:00:00,37.871486,-122.300027,Monday
19068393,BURGLARY AUTO,BURGLARY - VEHICLE,2000 DWIGHT WAY,2019-12-02 18:00:00,37.863679,-122.269631,Monday
19042962,THEFT FELONY (OVER $950),LARCENY,1800 FOURTH ST,2019-08-05 11:45:00,37.869888,-122.300618,Monday
19091582,BURGLARY AUTO,BURGLARY - VEHICLE,2400 DURANT AV,2019-08-05 13:00:00,37.867513,-122.26127,Monday
19091765,BURGLARY AUTO,BURGLARY - VEHICLE,ASHBY AV & TELEGRAPH AV,2019-08-26 18:15:00,37.856193,-122.259626,Monday
19091343,BURGLARY AUTO,BURGLARY - VEHICLE,2000 OXFORD ST,2019-07-08 21:15:00,37.87227,-122.266144,Monday
19091823,IDENTITY THEFT,FRAUD,1700 BLAKE ST,2019-09-02 16:50:00,37.861929,-122.276345,Monday
19058435,ROBBERY,ROBBERY,2800 COLLEGE AV,2019-10-14 23:55:00,37.859988,-122.253339,Monday
19065797,THEFT MISD. (UNDER $950),LARCENY,2900 BENVENUE AV,2019-11-18 20:00:00,37.858156,-122.254397,Monday
19069781,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AV & BERKELEY WY,2019-12-09 20:22:00,37.872989,-122.268532,Monday
19092777,BURGLARY AUTO,BURGLARY - VEHICLE,2500 WARRING ST,2019-12-02 17:40:00,37.865945,-122.250471,Monday
19062901,BURGLARY AUTO,BURGLARY - VEHICLE,1700 SHATTUCK AV,2019-11-04 18:30:00,37.876307,-122.268923,Monday
19058251,THEFT MISD. (UNDER $950),LARCENY,2800 ADELINE ST,2019-10-14 07:00:00,37.858116,-122.268002,Monday
19056999,VANDALISM,VANDALISM,1800 FAIRVIEW ST,2019-10-07 07:00:00,37.850434,-122.272607,Monday
19091338,BURGLARY AUTO,BURGLARY - VEHICLE,2000 CHANNING WY,2019-07-08 08:00:00,37.865501,-122.269774,Monday
19049288,DOMESTIC VIOLENCE,FAMILY OFFENSE,CALIFORNIA STREET & BLAKE ST,2019-09-02 07:00:00,37.861653,-122.278529,Monday
19041909,THEFT FELONY (OVER $950),LARCENY,BERRYMAN ST,2019-07-22 00:00:00,,,Monday
19064106,DISTURBANCE - NOISE,NOISE VIOLATION,UNIVERSITY AV & SHATTUCK AV,2019-11-11 07:10:00,37.872185,-122.268407,Monday
19071334,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SIXTH ST,2019-12-16 18:15:00,37.879335,-122.301332,Monday
19062148,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2000 PRINCE ST,2019-10-28 16:33:00,37.852871,-122.26799,Monday
19035824,THEFT MISD. (UNDER $950),LARCENY,2400 BANCROFT WY,2019-07-01 15:25:00,37.868447,-122.261268,Monday
19053720,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2300 PARKER ST,2019-09-23 07:30:00,37.862763,-122.262639,Monday
19069918,THEFT FELONY (OVER $950),LARCENY,2600 BENVENUE AV,2019-07-01 12:00:00,37.863522,-122.254992,Monday
19061281,NARCOTICS,DRUG VIOLATION,SACRAMENTO STREET & DWIGHT WY,2019-10-28 10:35:00,37.862202,-122.281026,Monday
19042991,THEFT FELONY (OVER $950),LARCENY,1400 UNIVERSITY AVE,2019-08-05 10:00:00,37.870054,-122.284263,Monday
19092302,THEFT MISD. (UNDER $950),LARCENY,1900 UNIVERSITY AV,2019-10-21 15:00:00,37.871544,-122.272714,Monday
19062795,VANDALISM,VANDALISM,1900 UNIVERSITY AV,2019-11-04 13:20:00,37.871544,-122.272714,Monday
19091409,BURGLARY AUTO,BURGLARY - VEHICLE,2000 KITTREDGE ST,2019-07-15 18:30:00,37.868204,-122.270054,Monday
19071304,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1900 EIGHTH ST,2019-12-16 16:00:00,37.869617,-122.295925,Monday
19062729,THEFT MISD. (UNDER $950),LARCENY,SHATTUCK AV & BLAKE ST,2019-11-04 09:30:00,37.863053,-122.267321,Monday
19092245,BURGLARY AUTO,BURGLARY - VEHICLE,2700 MILVIA ST,2019-10-14 17:00:00,37.860225,-122.269453,Monday
