CASENO,OFFENSE,CVLEGEND,BLKADDR,EVENTDTTM,Latitude,Longitude,Day
19092767,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 ELLSWORTH ST,2019-12-09 07:30:00,37.866074,-122.26331,Monday
19092222,VANDALISM,VANDALISM,1700 ROSE ST,2019-10-14 05:30:00,37.880027,-122.279976,Monday
19053991,THEFT FELONY (OVER $950),LARCENY,800 CARLETON ST,2019-09-23 14:30:00,37.856598,-122.294415,Monday
19071353,THEFT MISD. (UNDER $950),LARCENY,1800 BERKELEY WY,2019-12-16 18:25:00,37.872166,-122.275372,Monday
19047930,DISTURBANCE,DISORDERLY CONDUCT,1300 UNIVERSITY AV,2019-08-26 01:00:00,37.869764,-122.28655,Monday
19091518,DISTURBANCE,DISORDERLY CONDUCT,2300 PIEDMONT AV,2019-07-29 17:30:00,37.869839,-122.252365,Monday
19037070,BURGLARY AUTO,BURGLARY - VEHICLE,1500 SHATTUCK AV,2019-07-08 15:55:00,37.880227,-122.26936,Monday
19058250,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,2019-10-14 06:45:00,37.88014,-122.297498,Monday
19091710,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WY,2019-08-19 22:10:00,37.872691,-122.270741,Monday
19055519,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2500 REGENT ST,2019-09-30 17:00:00,37.865202,-122.257795,Monday
19062847,DOMESTIC VIOLENCE,FAMILY OFFENSE,2300 NINTH ST,2019-11-04 17:08:00,37.864109,-122.292948,Monday
19049244,THEFT MISD. (UNDER $950),LARCENY,1000 DELAWARE ST,2019-09-02 04:00:00,37.871265,-122.295043,Monday
19061319,ROBBERY,ROBBERY,2000 ALLSTON WY,2019-10-28 13:45:00,37.869105,-122.270064,Monday
19092491,BURGLARY AUTO,BURGLARY - VEHICLE,1100 6TH ST,2019-11-11 20:35:00,37.882217,-122.302226,Monday
19091855,THEFT MISD. (UNDER $950),LARCENY,1800 FOURTH ST,2019-09-09 11:30:00,37.869888,-122.300618,Monday
19058586,BURGLARY AUTO,BURGLARY - VEHICLE,1900 WOOLSEY ST,2019-10-14 21:00:00,37.851921,-122.269813,Monday
19035723,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1100 EIGHTH ST,2019-07-01 05:00:00,37.882258,-122.299991,Monday
19043655,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2700 STUART ST,2019-08-05 19:00:00,37.859846,-122.253325,Monday
19052111,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,3000 ADELINE ST,2019-09-09 16:00:00,37.85488,-122.269079,Monday
19065920,BURGLARY AUTO,BURGLARY - VEHICLE,2500 ETNA ST,2019-11-18 09:00:00,37.865797,-122.252741,Monday
19092425,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-11-04 15:00:00,37.863611,-122.317566,Monday
19041577,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2100 WOOLSEY ST,2019-07-29 19:00:00,37.852379,-122.266119,Monday
19064097,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1400 DERBY ST,2019-11-11 03:00:00,37.858448,-122.282308,Monday
19091311,IDENTITY THEFT,FRAUD,1700 STUART ST,2019-07-01 09:00:00,37.857495,-122.275256,Monday
19092842,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SHATTUCK AV,2019-12-16 20:00:00,37.883622,-122.269734,Monday
19038647,BURGLARY AUTO,BURGLARY - VEHICLE,900 UNIVERSITY AV,2019-07-15 22:00:00,37.868263,-122.296013,Monday
19040045,THEFT FELONY (OVER $950),LARCENY,WARRING STREET & DWIGHT WY,2019-07-22 22:31:00,37.865945,-122.250471,Monday
19091873,IDENTITY THEFT,FRAUD,1878 TACOMA,2019-07-01 10:20:00,37.894402,-122.278193,Monday
19038566,BURGLARY AUTO,BURGLARY - VEHICLE,CAMELIA STREET & 6TH ST,2019-07-15 19:30:00,37.877623,-122.30078,Monday
19065699,NARCOTICS,DRUG VIOLATION,SHATTUCK AV & UNIVERSITY AV,2019-11-18 18:12:00,37.872185,-122.268407,Monday
19065853,THEFT FROM AUTO,LARCENY - FROM VEHICLE,500 SPRUCE ST,2019-11-18 00:00:00,37.901596,-122.270187,Monday
19069761,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-12-09 16:00:00,37.863611,-122.317566,Monday
19067145,ASSAULT/BATTERY MISD.,ASSAULT,2100 SHATTUCK AV,2019-11-25 16:30:00,37.871167,-122.268285,Monday
19065627,ROBBERY,ROBBERY,2100 SHATTUCK AV,2019-11-18 10:39:00,37.871167,-122.268285,Monday
19061488,VANDALISM,VANDALISM,1200 CURTIS ST,2019-10-28 21:00:00,37.882957,-122.289458,Monday
19066499,THEFT MISD. (UNDER $950),LARCENY,TELEGRAPH AV & DURANT AV,2019-11-18 15:30:00,37.867816,-122.258994,Monday
19065672,THEFT FELONY (OVER $950),LARCENY,1800 SAN PABLO AV,2019-11-18 14:30:00,37.871369,-122.292954,Monday
19061339,VANDALISM,VANDALISM,1900 UNIVERSITY AVE,2019-10-28 15:40:00,37.871421,-122.272815,Monday
19038552,BURGLARY AUTO,BURGLARY - VEHICLE,1300 SAN PABLO AV,2019-07-15 18:00:00,37.880228,-122.295798,Monday
19035925,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 BURNETT ST,2019-07-01 20:30:00,37.853603,-122.283961,Monday
19062803,BURGLARY AUTO,BURGLARY - VEHICLE,3200 ADELINE ST,2019-11-04 13:45:00,37.850385,-122.270897,Monday
19091342,BURGLARY AUTO,BURGLARY - VEHICLE,400 GILMAN ST,2019-07-08 21:00:00,37.877863,-122.308855,Monday
19071080,DISTURBANCE,DISORDERLY CONDUCT,1900 SHATTUCK AV,2019-12-16 07:03:00,37.873687,-122.268616,Monday
19059776,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 CHANNING WY,2019-10-21 01:30:00,37.867491,-122.254054,Monday
19041510,DISTURBANCE,DISORDERLY CONDUCT,2900 SHATTUCK AV,2019-07-29 21:44:00,37.855523,-122.266529,Monday
19041436,BURGLARY AUTO,BURGLARY - VEHICLE,1000 GILMAN ST,2019-07-29 14:20:00,37.88014,-122.297498,Monday
19091874,THEFT MISD. (UNDER $950),LARCENY,1600 DELAWARE ST,2019-09-02 02:45:00,37.873343,-122.280086,Monday
19060651,DISTURBANCE,DISORDERLY CONDUCT,1600 HEARST AV,2019-10-21 19:49:00,37.87247,-122.279718,Monday
19035470,FRAUD/FORGERY,FRAUD,3000 SACRAMENTO ST,2019-06-24 09:00:00,37.853275,-122.279078,Monday
19091584,BURGLARY AUTO,BURGLARY - VEHICLE,1200 CEDAR ST,2019-08-05 00:30:00,37.875556,-122.291439,Monday
19069195,THEFT MISD. (UNDER $950),LARCENY,3200 ADELINE ST,2019-12-02 00:01:00,37.850385,-122.270897,Monday
19034551,BURGLARY AUTO,BURGLARY - VEHICLE,800 PAGE ST,2019-06-24 14:00:00,37.876186,-122.30158,Monday
19067195,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2200 SHATTUCK AV,2019-11-25 20:29:00,37.869363,-122.268028,Monday
19067202,VANDALISM,VANDALISM,1000 UNIVERSITY AV,2019-11-25 20:50:00,37.868641,-122.29415,Monday
19058342,BURGLARY AUTO,BURGLARY - VEHICLE,3000 TELEGRAPH AVE,2019-10-14 15:50:00,37.855435,-122.259841,Monday
19043026,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-08-05 17:00:00,37.863611,-122.317566,Monday
19091990,THEFT MISD. (UNDER $950),LARCENY,1300 RUSSELL ST,2019-09-23 13:30:00,37.854116,-122.284114,Monday
19062939,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,3300 ADELINE ST,2019-11-04 21:30:00,37.848292,-122.271773,Monday
19092554,THEFT MISD. (UNDER $950),LARCENY,100 BERKELEY SQ,2019-11-18 09:45:00,37.871171,-122.267718,Monday
19038669,VANDALISM,VANDALISM,1200 VIRGINIA ST,2019-07-15 22:00:00,37.873941,-122.289764,Monday
19040020,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-07-22 20:50:00,37.868714,-122.259189,Monday
19047811,DISTURBANCE,DISORDERLY CONDUCT,2100 BERKELEY WAY,2019-08-19 02:00:00,37.873202,-122.267443,Monday
19091918,BURGLARY AUTO,BURGLARY - VEHICLE,1200 UNIVERSITY AV,2019-09-09 08:45:00,37.869385,-122.28953,Monday
19041433,THEFT FELONY (OVER $950),LARCENY,2500 BANCROFT WY,2019-07-29 14:35:00,37.868722,-122.259123,Monday
19050658,THEFT FELONY (OVER $950),LARCENY,2300 COLLEGE AV,2019-09-09 14:15:00,37.868957,-122.254552,Monday
19067568,SEXUAL ASSAULT FEL.,SEX CRIME,0 UNKNOWN,2019-11-25 00:00:00,,,Monday
19091912,BURGLARY AUTO,BURGLARY - VEHICLE,3100 SAN PABLO AVE,2019-09-09 19:30:00,37.850675,-122.286265,Monday
19067210,BURGLARY AUTO,BURGLARY - VEHICLE,800 HARRISON ST,2019-11-25 19:00:00,37.880922,-122.303115,Monday
19091306,THEFT FELONY (OVER $950),LARCENY,1300 EVELYN AV,2019-07-01 00:20:00,37.881187,-122.291481,Monday
19037030,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,500 CRAGMONT AV,2019-07-08 11:50:00,37.902646,-122.269596,Monday
19047864,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1500 SEVENTH ST,2019-08-26 23:00:00,37.875508,-122.29899,Monday
19049281,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,2000 SIXTH ST,2019-09-02 21:00:00,37.867551,-122.297541,Monday
19091849,THEFT FELONY (OVER $950),LARCENY,2000 SAN PABLO AV,2019-09-09 19:15:00,37.868815,-122.292131,Monday
19061329,DISTURBANCE,DISORDERLY CONDUCT,2500 TELEGRAPH AVE,2019-10-28 16:05:00,37.864827,-122.258577,Monday
19047693,THEFT FELONY (OVER $950),LARCENY,2600 SEVENTH ST,2019-08-26 16:14:00,37.85774,-122.293272,Monday
19092113,BURGLARY AUTO,BURGLARY - VEHICLE,1800 SAN LORENZO AVE,2019-09-30 06:30:00,37.894256,-122.281603,Monday
19054029,VANDALISM,VANDALISM,1800 TACOMA AVE,2019-09-23 18:00:00,37.893213,-122.280436,Monday
19059855,THEFT FROM PERSON,LARCENY,2300 COLLEGE AV,2019-10-21 21:12:00,37.868957,-122.254552,Monday
19071101,DISTURBANCE,DISORDERLY CONDUCT,600 SHATTUCK SQ,2019-12-16 09:08:00,,,Monday
19091506,THEFT FELONY (OVER $950),LARCENY,1300 WALNUT ST,2019-07-29 05:50:00,37.883798,-122.268567,Monday
19041524,BURGLARY AUTO,BURGLARY - VEHICLE,1900 ADDISON ST,2019-07-29 08:00:00,37.870639,-122.272468,Monday
19047849,BURGLARY AUTO,BURGLARY - VEHICLE,2000 8TH ST,2019-08-26 19:00:00,37.868366,-122.295508,Monday
19044734,BURGLARY AUTO,BURGLARY - VEHICLE,500 SAN LUIS RD,2019-08-12 18:00:00,37.900813,-122.277074,Monday
19091952,IDENTITY THEFT,FRAUD,1700 UNIVERSITY AVE,2019-09-16 00:49:00,37.870948,-122.27733,Monday
19041394,ASSAULT/BATTERY MISD.,ASSAULT,1800 ALLSTON WY,2019-07-29 11:37:00,37.868532,-122.274764,Monday
19041311,KIDNAPPING,KIDNAPPING,HEARST AV & 6TH ST,2019-07-29 00:52:00,37.869314,-122.2981,Monday
19049287,THEFT MISD. (UNDER $950),LARCENY,2100 SHATTUCK AV,2019-09-02 20:50:00,37.871167,-122.268285,Monday
19071257,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-12-16 18:00:00,37.863611,-122.317566,Monday
19065661,FRAUD/FORGERY,FRAUD,2000 SAN PABLO AV,2019-11-18 13:20:00,37.868815,-122.292131,Monday
19092029,BURGLARY AUTO,BURGLARY - VEHICLE,2500 LE CONTE AVE,2019-09-23 01:00:00,37.876965,-122.260544,Monday
19052399,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1100 KEELER AV,2019-09-16 17:00:00,37.890651,-122.258331,Monday
19058729,ASSAULT/BATTERY MISD.,ASSAULT,CENTER STREET & SHATTUCK AV,2019-10-14 14:50:00,37.870308,-122.26805,Monday
19050741,BURGLARY AUTO,BURGLARY - VEHICLE,1600 SHATTUCK AVE,2019-09-09 19:30:00,37.878113,-122.269114,Monday
19092562,THEFT FELONY (OVER $950),LARCENY,1700 WALNUT ST,2019-11-18 20:45:00,37.876595,-122.267789,Monday
19035820,VANDALISM,VANDALISM,1100 UNIVERSITY AV,2019-07-01 01:30:00,37.869067,-122.292043,Monday
19065596,DOMESTIC VIOLENCE,FAMILY OFFENSE,3000 SAN PABLO AV,2019-11-18 08:16:00,37.851919,-122.286667,Monday
19092634,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-11-25 14:15:00,37.865511,-122.309967,Monday
19069638,VANDALISM,VANDALISM,1200 UNIVERSITY AV,2019-12-09 02:48:00,37.869385,-122.28953,Monday
19039903,BURGLARY AUTO,BURGLARY - VEHICLE,1900 RUSSELL ST,2019-07-22 08:45:00,37.856132,-122.271292,Monday
19092217,THEFT FELONY (OVER $950),LARCENY,2100 ASHBY AVE,2019-10-14 04:20:00,37.855293,-122.266502,Monday
19061354,ROBBERY,ROBBERY,2700 REGENT ST,2019-10-28 17:00:00,37.861573,-122.257452,Monday
19092560,THEFT FELONY (OVER $950),LARCENY,2600 TELEGRAPH AV,2019-11-18 20:20:00,37.862927,-122.258784,Monday
19043726,FRAUD/FORGERY,FRAUD,2000 BERRYMAN ST,2019-07-01 08:00:00,37.883555,-122.272036,Monday
19043395,BURGLARY AUTO,BURGLARY - VEHICLE,2300 SHATTUCK AV,2019-08-05 16:00:00,37.867176,-122.267802,Monday
19064281,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SACRAMENTO ST,2019-11-11 22:00:00,37.867212,-122.281739,Monday
19034614,BURGLARY AUTO,BURGLARY - VEHICLE,1400 HOPKINS ST,2019-06-24 23:00:00,37.879888,-122.285306,Monday
19068258,ASSAULT/BATTERY MISD.,ASSAULT,SACRAMENTO STREET & ALLSTON WY,2019-12-02 13:48:00,37.867371,-122.281755,Monday
19091896,THEFT FELONY (OVER $950),LARCENY,3000 BATEMAN ST,2019-09-09 00:10:00,37.855721,-122.2559,Monday
19092712,THEFT MISD. (UNDER $950),LARCENY,HASTE STREET,2019-12-02 00:00:00,,,Monday
19038522,THEFT FELONY (OVER $950),LARCENY,200 UNIVERSITY AV,2019-07-15 13:00:00,37.865511,-122.309967,Monday
19041459,THEFT MISD. (UNDER $950),LARCENY,2400 BANCROFT WY,2019-07-29 17:00:00,37.868447,-122.261268,Monday
19035889,ROBBERY,ROBBERY,GILMAN STREET & CURTIS ST,2019-07-01 22:55:00,37.881435,-122.289994,Monday
19044531,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2700 HASTE ST,2019-08-12 10:00:00,37.866568,-122.254084,Monday
19050648,FRAUD/FORGERY,FRAUD,600 GRIZZLY PEAK BLVD,2019-07-01 00:00:00,37.901043,-122.266471,Monday
19052395,BURGLARY AUTO,BURGLARY - VEHICLE,2000 4TH ST,2019-09-16 18:45:00,37.867613,-122.299898,Monday
19055625,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2400 CURTIS ST,2019-09-30 12:00:00,37.863099,-122.288255,Monday
19091860,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2400 WARRING ST,2019-08-26 08:30:00,37.867708,-122.250801,Monday
19047687,ROBBERY,ROBBERY,HEARST AV & ACTON ST,2019-08-26 16:05:00,37.871584,-122.284497,Monday
19047676,THEFT MISD. (UNDER $950),LARCENY,2500 TELEGRAPH AV,2019-08-26 14:25:00,37.864827,-122.258577,Monday
19042916,THEFT MISD. (UNDER $950),LARCENY,2200 SHATTUCK AV,2019-08-05 10:56:00,37.869363,-122.268028,Monday
19041522,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,SHATTUCK AV & KITTREDGE ST,2019-07-29 22:46:00,37.868489,-122.26795,Monday
19038450,ASSAULT/BATTERY MISD.,ASSAULT,1000 ADDISON ST,2019-07-15 09:53:00,37.867383,-122.293938,Monday
19056768,DOMESTIC VIOLENCE,FAMILY OFFENSE,1700 SIXTH ST,2019-10-07 08:00:00,37.871917,-122.298961,Monday
19071095,BURGLARY AUTO,BURGLARY - VEHICLE,2900 DOHR ST,2019-12-16 01:30:00,37.854612,-122.281178,Monday
19037135,FRAUD/FORGERY,FRAUD,2000 KITTREDGE ST,2019-07-08 12:22:00,37.868204,-122.270054,Monday
19059766,THEFT MISD. (UNDER $950),LARCENY,2100 KITTREDGE ST,2019-10-21 00:30:00,37.868512,-122.26781,Monday
19062855,THEFT MISD. (UNDER $950),LARCENY,1200 5TH ST,2019-11-04 18:00:00,37.880756,-122.303056,Monday
19036495,ROBBERY,ROBBERY,2000 KITTREDGE ST,2019-07-01 03:00:00,37.868204,-122.270054,Monday
19043060,ALCOHOL OFFENSE,LIQUOR LAW VIOLATION,MARTIN LUTHER KING JR WY & ALLSTON WY,2019-08-05 23:24:00,37.868785,-122.272701,Monday
19038407,GUN/WEAPON,WEAPONS OFFENSE,2ND STREET & JONES ST,2019-07-15 00:22:00,37.874369,-122.304473,Monday
19092341,BURGLARY AUTO,BURGLARY - VEHICLE,2500 PRINCE ST,2019-10-14 05:30:00,37.854091,-122.256132,Monday
19061310,DISTURBANCE,DISORDERLY CONDUCT,1500 SHATTUCK AV,2019-10-28 12:50:00,37.880227,-122.26936,Monday
19052363,NARCOTICS,DRUG VIOLATION,2500 HILLEGASS AVE,2019-09-16 01:59:00,37.865149,-122.256487,Monday
19092228,THEFT FELONY (OVER $950),LARCENY,2900 LORINA ST,2019-10-14 00:30:00,37.856847,-122.265765,Monday
19055511,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 MILVIA ST,2019-09-30 22:57:00,37.873607,-122.270903,Monday
19038523,VEHICLE STOLEN,MOTOR VEHICLE THEFT,200 ALVARADO RD,2019-07-15 14:00:00,37.855969,-122.236484,Monday
19053747,ROBBERY,ROBBERY,1100 DELAWARE ST,2019-09-23 10:58:00,37.871689,-122.292898,Monday
19035885,FRAUD/FORGERY,FRAUD,2300 PROSPECT ST,2019-07-01 22:27:00,37.869332,-122.25019,Monday
19069758,DISTURBANCE,DISORDERLY CONDUCT,SHATTUCK AV & KITTREDGE ST,2019-12-09 17:33:00,37.868489,-122.26795,Monday
19068426,BURGLARY AUTO,BURGLARY - VEHICLE,2900 FIFTH ST,2019-12-02 08:00:00,37.852066,-122.29388,Monday
19055270,VANDALISM,VANDALISM,2600 TELEGRAPH AV,2019-09-30 02:10:00,37.862927,-122.258784,Monday
19062817,NARCOTICS,DRUG VIOLATION,2300 PARKER ST,2019-11-04 15:10:00,37.862763,-122.262639,Monday
19092498,THEFT FELONY (OVER $950),LARCENY,2900 MAGNOLIA ST,2019-11-11 20:00:00,37.857825,-122.249088,Monday
19058454,BURGLARY AUTO,BURGLARY - VEHICLE,CHANNING WY & MARTIN LUTHER KING JR WY,2019-10-14 21:00:00,37.865169,-122.272303,Monday
19064663,ASSAULT/BATTERY FEL.,ASSAULT,200 UNIVERSITY AV,2019-11-11 17:00:00,37.865511,-122.309967,Monday
19091454,VANDALISM,VANDALISM,1000 MURRAY ST,2019-07-15 03:15:00,37.851203,-122.289129,Monday
19092428,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BERKELEY WY,2019-11-04 19:40:00,37.872691,-122.270741,Monday
19068454,IDENTITY THEFT,FRAUD,2000 CENTER ST,2019-12-02 23:30:00,37.869973,-122.270557,Monday
19091839,THEFT MISD. (UNDER $950),LARCENY,1600 CHANNING WY,2019-09-02 16:00:00,37.864333,-122.278792,Monday
19043068,VEHICLE STOLEN,MOTOR VEHICLE THEFT,DURANT AV & TELEGRAPH AV,2019-08-05 23:30:00,37.867816,-122.258994,Monday
19062914,BURGLARY AUTO,BURGLARY - VEHICLE,CEDAR STREET & 6TH ST,2019-11-04 20:30:00,37.874094,-122.299649,Monday
19034379,BURGLARY AUTO,BURGLARY - VEHICLE,2900 DOMINGO AV,2019-06-24 06:10:00,37.858903,-122.243972,Monday
19092370,BURGLARY AUTO,BURGLARY - VEHICLE,2000 BONAR ST,2019-10-28 19:30:00,37.869642,-122.287492,Monday
19067063,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,2800 HILLEGASS AV,2019-11-25 06:00:00,37.85968,-122.255796,Monday
19050638,ASSAULT/BATTERY FEL.,ASSAULT,SHATTUCK AV & BLAKE ST,2019-09-09 12:35:00,37.863053,-122.267321,Monday
19043256,BURGLARY AUTO,BURGLARY - VEHICLE,2500 HILLEGASS AV,2019-08-05 06:00:00,37.865149,-122.256487,Monday
19034664,FRAUD/FORGERY,FRAUD,2300 TELEGRAPH AV,2019-06-24 12:30:00,37.868714,-122.259189,Monday
19057048,THEFT MISD. (UNDER $950),LARCENY,2500 SHATTUCK AV,2019-09-30 02:30:00,37.863811,-122.267412,Monday
19035788,ASSAULT/BATTERY FEL.,ASSAULT,CHANNING WY & BOWDITCH ST,2019-07-01 12:50:00,37.867209,-122.256554,Monday
19092306,BURGLARY AUTO,BURGLARY - VEHICLE,1300 9TH ST,2019-10-21 20:00:00,37.879708,-122.297995,Monday
19035862,THEFT MISD. (UNDER $950),LARCENY,2300 PARKER ST,2019-07-01 06:00:00,37.862763,-122.262639,Monday
19044829,THEFT FROM AUTO,LARCENY - FROM VEHICLE,2300 DWIGHT WY,2019-08-12 23:30:00,37.864535,-122.262993,Monday
19059837,BURGLARY AUTO,BURGLARY - VEHICLE,HEARST AV & SHATTUCK AV,2019-10-21 18:30:00,37.873865,-122.268641,Monday
19092788,THEFT MISD. (UNDER $950),LARCENY,1700 FOURTH ST,2019-11-18 13:34:00,37.871883,-122.301255,Monday
19052330,NARCOTICS,DRUG VIOLATION,SOLANO AVENUE &COLUSA AVE,2019-09-16 19:16:00,,,Monday
19064187,THEFT FELONY (OVER $950),LARCENY,1200 5TH ST,2019-11-11 15:00:00,37.880756,-122.303056,Monday
19091777,VANDALISM,VANDALISM,1500 HOLLY ST,2019-08-26 16:00:00,37.877678,-122.281631,Monday
19091899,THEFT FELONY (OVER $950),LARCENY,66TH STREET & MABEL ST,2019-09-09 21:10:00,37.849445,-122.282725,Monday
19053777,THEFT MISD. (UNDER $950),LARCENY,900 HEINZ AV,2019-09-23 12:10:00,37.853552,-122.291561,Monday
19067113,NARCOTICS,DRUG VIOLATION,2400 TELEGRAPH AV,2019-11-25 13:51:00,37.866761,-122.258779,Monday
19092557,VANDALISM,VANDALISM,1000 GILMAN ST,2019-11-18 13:25:00,37.88014,-122.297498,Monday
19092489,BURGLARY AUTO,BURGLARY - VEHICLE,2600 DURANT AV,2019-11-11 20:00:00,37.868164,-122.256314,Monday
19047824,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 4TH ST,2019-08-26 16:30:00,37.867613,-122.299898,Monday
19055442,ASSAULT/BATTERY MISD.,ASSAULT,1900 ALLSTON WAY,2019-09-30 16:20:00,37.868785,-122.272701,Monday
19041401,FRAUD/FORGERY,FRAUD,2500 DURANT AV,2019-07-29 11:35:00,37.867852,-122.258699,Monday
19091646,BURGLARY AUTO,BURGLARY - VEHICLE,1900 4TH ST,2019-07-22 11:00:00,37.86825,-122.300093,Monday
19069855,BURGLARY AUTO,BURGLARY - VEHICLE,100 SEAWALL DR,2019-12-09 18:30:00,37.863611,-122.317566,Monday
19041354,VANDALISM,VANDALISM,1500 UNIVERSITY AV,2019-07-29 09:15:00,37.870396,-122.281585,Monday
19070506,BURGLARY AUTO,BURGLARY - VEHICLE,2100 OXFORD ST,2019-12-09 14:00:00,37.87091,-122.265993,Monday
19092841,BURGLARY AUTO,BURGLARY - VEHICLE,1900 BONITA AV,2019-12-16 19:50:00,37.873454,-122.27209,Monday
19092303,BURGLARY AUTO,BURGLARY - VEHICLE,2200 SHATTUCK,2019-10-21 18:15:00,37.869363,-122.268028,Monday
19062806,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1900 SAN PABLO AV,2019-11-04 12:55:00,37.870205,-122.292581,Monday
19092768,BURGLARY AUTO,BURGLARY - VEHICLE,200 UNIVERSITY AV,2019-12-09 21:30:00,37.865511,-122.309967,Monday
19092030,BURGLARY AUTO,BURGLARY - VEHICLE,2400 HILGARD AV,2019-09-23 05:30:00,37.878373,-122.262902,Monday
19067099,NARCOTICS,DRUG VIOLATION,BERKELEY WY & SHATTUCK AV,2019-11-25 12:40:00,37.872989,-122.268532,Monday
19047751,BURGLARY AUTO,BURGLARY - VEHICLE,BERKELEY WY & HENRY ST,2019-08-26 18:30:00,37.872831,-122.269636,Monday
19065679,BURGLARY AUTO,BURGLARY - VEHICLE,10TH STREET & HEARST AV,2019-11-18 15:30:00,37.870213,-122.293749,Monday
19065927,VEHICLE STOLEN,MOTOR VEHICLE THEFT,1700 LA LOMA AV,2019-11-18 20:00:00,37.878005,-122.257034,Monday
19065601,IDENTITY THEFT,FRAUD,1100 WALNUT ST,2019-07-01 00:00:00,37.887961,-122.269822,Monday
19091303,BURGLARY AUTO,BURGLARY - VEHICLE,100 SPINNAKER WY,2019-07-01 09:00:00,37.870287,-122.316238,Monday
19067171,THEFT MISD. (UNDER $950),LARCENY,2300 TELEGRAPH AV,2019-11-25 17:44:00,37.868714,-122.259189,Monday
19053709,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1900 4TH ST,2019-09-23 04:12:00,37.86825,-122.300093,Monday
19044678,THEFT FROM AUTO,LARCENY - FROM VEHICLE,1300 FRANCISCO ST,2019-08-12 19:20:00,37.873393,-122.286956,Monday
19039895,ASSAULT/BATTERY FEL.,ASSAULT,1600 2ND ST,2019-07-22 08:40:00,37.872599,-122.303889,Monday
19047749,DOMESTIC VIOLENCE,FAMILY OFFENSE,2100 ASHBY AV,2019-08-26 21:17:00,37.855293,-122.266502,Monday
19069687,DISTURBANCE,DISORDERLY CONDUCT,2000 SHATTUCK AV,2019-12-09 11:28:00,37.8719,-122.268389,Monday
19058266,GUN/WEAPON,WEAPONS OFFENSE,2900 TELEGRAPH AV,2019-10-14 08:44:00,37.857452,-122.259548,Monday
19092697,BURGLARY AUTO,BURGLARY - VEHICLE,1900 EL DORADO AVE,2019-12-02 22:30:00,37.887199,-122.275869,Monday
19061419,NARCOTICS,DRUG VIOLATION,HEARST AV & 4TH ST,2019-10-28 23:29:00,37.868878,-122.300284,Monday
19091516,BURGLARY AUTO,BURGLARY - VEHICLE,1900 CENTER ST,2019-07-29 21:00:00,37.869685,-122.272804,Monday
19092835,BURGLARY RESIDENTIAL,BURGLARY - RESIDENTIAL,1900 BONITA AV,2019-12-16 00:00:00,37.873454,-122.27209,Monday
19092843,BURGLARY AUTO,BURGLARY - VEHICLE,2000 SAN PABLO AV,2019-12-16 19:20:00,37.868815,-122.292131,Monday
19049174,BURGLARY COMMERCIAL,BURGLARY - COMMERCIAL,1600 SOLANO AV,2019-09-02 00:00:00,37.891095,-122.284247,Monday
19052320,FRAUD/FORGERY,FRAUD,100 SEAWALL DR,2019-09-16 16:20:00,37.863611,-122.317566,Monday
19042995,ASSAULT/BATTERY FEL.,ASSAULT,2100 OXFORD ST,2019-08-05 02:30:00,37.87091,-122.265993,Monday
19068361,VEHICLE STOLEN,MOTOR VEHICLE THEFT,2000 PRINCE ST,2019-12-02 22:54:00,37.852871,-122.26799,Monday
